date,open,high,low,close,volume
2020-10-09,3671.75,3742.91,3645.01,3711.94,208934
2020-10-12,3734.31,3937.76,3734.31,3933.69,324557
2020-10-13,3933.69,3978.26,3888.19,3941.83,171911
2020-10-14,3934.32,3974.04,3877.87,3896.94,183194
2020-10-15,3898.66,3914.15,3880.37,3889.28,111761
2020-10-16,3889.12,3919.15,3831.89,3857.54,118358
2020-10-19,3906.33,3931.35,3821.88,3846.59,122901
2020-10-20,3843.77,3921.97,3828.14,3921.65,179963
2020-10-21,3921.65,3964.19,3901.48,3934.01,137077
2020-10-22,3937.6,3953.09,3854.41,3933.54,150416
2020-10-23,3918.68,3941.36,3848.47,3853.63,134523
2020-10-26,3749.94,3821.72,3640.48,3790.76,160000
2020-10-27,3797.02,3833.61,3760.89,3804.68,143027
2020-10-28,3828.14,3937.6,3803.43,3906.01,170762
2020-10-29,3887.56,4121.67,3882.71,4062.71,349627
2020-10-30,4015.01,4062.71,3957.46,3974.35,239490
2020-11-02,4016.89,4079.13,3976.7,3995.47,157337
2020-11-03,4033.0,4068.97,3992.34,4068.97,165351
2020-11-04,4066.62,4109.63,4036.12,4109.63,129928
2020-11-05,4156.38,4216.75,4126.05,4209.87,189690
2020-11-06,4219.88,4237.86,4141.68,4208.15,151165
2020-11-09,4234.73,4375.48,4228.48,4375.48,206284
2020-11-10,4387.05,4510.75,4332.47,4419.26,223081
2020-11-11,4386.42,4516.22,4349.67,4358.27,227873
2020-11-12,4358.27,4398.78,4297.28,4338.73,176232
2020-11-13,4297.28,4334.35,4187.82,4297.28,188431
2020-11-16,4344.2,4424.74,4273.98,4422.39,195778
2020-11-17,4422.23,4446.63,4312.92,4361.4,179477
2020-11-18,4344.04,4367.97,4203.45,4277.27,194563
2020-11-19,4255.69,4317.61,4219.09,4292.59,124482
2020-11-20,4321.37,4383.3,4294.16,4351.55,111226
2020-11-23,4398.93,4496.99,4398.93,4415.82,156342
2020-11-24,4415.82,4416.14,4328.56,4403.47,125035
2020-11-25,4403.63,4412.85,4263.04,4265.54,165594
2020-11-26,4253.03,4300.1,4104.93,4228.16,199052
2020-11-27,4228.16,4255.22,4189.38,4255.06,112593
2020-11-30,4229.26,4250.21,4119.79,4125.26,211741
2020-12-01,4140.9,4201.58,4140.9,4187.66,136481
2020-12-02,4219.09,4250.21,4173.74,4227.69,116378
2020-12-03,4220.03,4250.37,4202.99,4244.58,92087
2020-12-04,4226.91,4344.2,4221.44,4331.53,170511
2020-12-07,4331.85,4456.8,4331.85,4379.23,196216
2020-12-08,4399.72,4438.81,4352.8,4406.75,147776
2020-12-09,4422.39,4438.03,4367.66,4371.1,116776
2020-12-10,4359.84,4406.75,4333.25,4339.04,134102
2020-12-11,4357.49,4375.32,4272.26,4336.69,150053
2020-12-14,4352.02,4430.21,4314.17,4424.74,181744
2020-12-15,4424.74,4427.08,4333.41,4387.99,146118
2020-12-16,4422.39,4453.67,4406.75,4443.19,160255
2020-12-17,4446.47,4531.86,4441.31,4497.61,199761
2020-12-18,4483.38,4526.86,4439.28,4482.76,150825
2020-12-21,4458.52,4562.82,4458.52,4561.73,161890
2020-12-22,4578.46,4656.97,4562.67,4569.08,187064
2020-12-23,4578.77,4664.79,4453.67,4505.12,252216
2020-12-24,4469.31,4514.66,4412.38,4458.67,156161
2020-12-25,4416.14,4491.67,4398.93,4468.06,111114
2020-12-28,4469.31,4628.19,4468.99,4624.91,193812
2020-12-29,4626.94,4636.01,4519.04,4547.5,146589
2020-12-30,4577.05,4650.71,4551.56,4639.45,168825
2020-12-31,4657.12,4758.15,4656.97,4717.17,160038
2021-01-04,4719.52,4844.63,4719.36,4814.13,234278
2021-01-05,4800.84,5157.08,4758.62,5157.08,314606
2021-01-06,5159.74,5402.29,5122.83,5287.19,313430
2021-01-07,5287.35,5324.41,5111.73,5313.78,242559
2021-01-08,5314.71,5338.8,4984.43,5110.48,378702
2021-01-11,5101.56,5102.66,4836.81,4863.39,381953
2021-01-12,4828.21,5021.34,4813.35,5001.01,230255
2021-01-13,5024.94,5055.43,4877.78,4927.98,233653
2021-01-14,4907.18,4920.94,4672.6,4678.86,354896
2021-01-15,4656.97,4724.05,4501.68,4652.27,417133
2021-01-18,4610.05,4643.52,4521.38,4603.01,272559
2021-01-19,4641.33,4688.24,4531.86,4555.32,293889
2021-01-20,4531.86,4619.59,4452.73,4607.71,264040
2021-01-21,4622.56,4828.83,4617.87,4796.93,294024
2021-01-22,4767.69,4843.22,4728.59,4775.19,249467
2021-01-25,4775.35,5100.0,4738.29,5089.99,412909
2021-01-26,5089.99,5090.3,4924.38,4935.02,241435
2021-01-27,4889.98,4889.98,4641.33,4728.59,307938
2021-01-28,4660.56,4719.52,4578.77,4625.69,276078
2021-01-29,4688.24,4768.62,4669.16,4706.07,220109
2021-02-01,4735.31,4842.59,4724.05,4724.05,195760
2021-02-02,4719.52,4912.34,4717.96,4909.06,297492
2021-02-03,4904.05,4985.37,4862.14,4981.46,224547
2021-02-04,4938.46,5107.35,4922.97,5057.31,280575
2021-02-05,5063.72,5313.78,5063.56,5153.64,328913
2021-02-08,5219.95,5321.59,5060.43,5157.39,266530
2021-02-09,5188.67,5313.78,5123.93,5305.96,224780
2021-02-10,5360.69,5558.98,5352.87,5511.6,331932
2021-02-18,5696.76,5738.98,5327.69,5368.51,343815
2021-02-19,5370.07,5567.12,5250.44,5538.97,274750
2021-02-22,5501.43,5506.13,5016.33,5048.86,414582
2021-02-23,4938.46,5202.12,4909.84,5079.2,278668
2021-02-24,5079.2,5079.36,4667.13,4736.41,417248
2021-02-25,4789.89,4844.31,4619.12,4671.04,249046
2021-02-26,4540.62,4647.11,4391.11,4531.86,288971
2021-03-01,4625.69,4750.8,4547.65,4672.92,255063
2021-03-02,4738.29,4780.2,4458.36,4542.81,244125
2021-03-03,4469.31,4638.2,4400.65,4614.74,211717
2021-03-04,4531.86,4531.86,4297.28,4317.77,329359
2021-03-05,4187.82,4409.72,4125.26,4320.74,291650
2021-03-08,4344.2,4375.95,3975.76,3976.7,383654
2021-03-09,3937.6,4050.2,3749.94,3945.42,438746
2021-03-10,4031.43,4140.9,4017.36,4103.37,309582
2021-03-11,4141.06,4367.66,4063.96,4297.91,301531
2021-03-12,4361.4,4367.5,4152.94,4288.68,251438
2021-03-15,4257.41,4320.74,4000.16,4078.5,248997
2021-03-16,4087.73,4258.97,4071.31,4256.78,231656
2021-03-17,4242.55,4344.67,4140.9,4286.49,198878
2021-03-18,4297.28,4453.67,4297.28,4381.58,201303
2021-03-19,4266.01,4297.28,4182.66,4231.45,197850
2021-03-22,4233.95,4275.23,4136.37,4211.27,142782
2021-03-23,4211.27,4281.33,4171.87,4254.28,126952
2021-03-24,4204.86,4359.84,4197.51,4231.6,179422
2021-03-25,4171.24,4186.1,4093.99,4156.23,186259
2021-03-26,4187.82,4331.38,4153.73,4312.14,230203
2021-03-29,4328.56,4531.08,4312.77,4408.16,281995
2021-03-30,4383.3,4508.71,4383.3,4429.58,168708
2021-03-31,4386.42,4386.42,4297.44,4343.89,134111
2021-04-01,4375.48,4436.31,4328.72,4423.64,121142
2021-04-02,4485.1,4610.05,4453.67,4603.17,229626
2021-04-06,4624.91,4656.97,4563.14,4606.3,155508
2021-04-07,4578.93,4588.94,4356.71,4388.77,244936
2021-04-08,4297.28,4451.32,4282.58,4423.64,162114
2021-04-09,4391.11,4414.57,4297.28,4301.98,146116
2021-04-12,4300.41,4334.19,4219.09,4234.58,133233
2021-04-13,4238.8,4347.64,4238.8,4264.44,138757
2021-04-14,4264.6,4338.1,4238.64,4278.21,148178
2021-04-15,4239.58,4265.85,4052.08,4153.41,285959
2021-04-16,4153.41,4275.86,4153.41,4247.24,187543
2021-04-19,4219.09,4347.48,4117.44,4307.76,188156
2021-04-20,4297.28,4434.75,4266.16,4340.29,199147
2021-04-21,4297.28,4421.92,4275.08,4388.77,159232
2021-04-22,4389.55,4438.03,4359.84,4394.09,116274
2021-04-23,4410.66,4547.5,4410.66,4531.86,207833
2021-04-26,4578.77,4623.97,4451.48,4453.67,203904
2021-04-27,4484.94,4560.32,4412.07,4560.32,142315
2021-04-28,4453.67,4619.43,4434.9,4619.43,220279
2021-04-29,4642.27,4703.88,4552.35,4680.42,206936
2021-04-30,4641.33,4677.3,4589.41,4610.05,158031
2021-05-06,4563.14,4622.56,4466.18,4476.19,168661
2021-05-07,4532.02,4535.46,4395.49,4408.32,125008
2021-05-10,4384.55,4438.03,4240.99,4281.65,195248
2021-05-11,4253.81,4460.86,4250.21,4460.71,192326
2021-05-12,4441.16,4525.29,4438.03,4492.92,121063
2021-05-13,4441.0,4509.18,4414.57,4469.31,97079
2021-05-14,4499.96,4663.22,4456.48,4641.33,218085
2021-05-17,4660.41,4917.66,4660.41,4800.68,280615
2021-05-18,4813.51,4844.63,4755.49,4836.81,147287
2021-05-19,4813.35,4986.93,4782.54,4888.26,167001
2021-05-20,4918.13,4969.42,4869.02,4899.52,140240
2021-05-21,4922.82,4933.61,4767.37,4791.46,172621
2021-05-24,4844.63,4925.94,4771.91,4922.97,157089
2021-05-25,4938.46,5205.25,4921.57,5204.78,323059
2021-05-26,5165.21,5220.1,5094.84,5141.75,190751
2021-05-27,5128.77,5254.82,5067.0,5128.93,164363
2021-05-28,5159.27,5174.28,5069.66,5108.91,130245
2021-05-31,5083.89,5088.9,4990.37,5081.08,177684
2021-06-01,5099.53,5115.17,5006.95,5090.15,163876
2021-06-02,5090.15,5131.9,4977.55,5029.78,156532
2021-06-03,5029.78,5157.39,5003.82,5057.46,179177
2021-06-04,5032.29,5133.93,4993.35,5083.89,175288
2021-06-07,5100.47,5117.2,4983.34,5046.52,187370
2021-06-08,5047.92,5055.74,4719.36,4812.57,311653
2021-06-09,4797.71,4844.63,4712.48,4789.89,171577
2021-06-10,4797.87,4930.64,4774.25,4892.32,150773
2021-06-11,4892.48,4907.18,4782.07,4869.18,159128
2021-06-15,4868.4,4907.96,4731.56,4833.05,145161
2021-06-16,4833.05,4833.05,4676.04,4724.52,140630
2021-06-17,4705.6,4813.35,4705.6,4754.24,109046
2021-06-18,4771.28,4797.71,4625.69,4703.88,190716
2021-06-21,4735.16,4802.4,4703.88,4795.68,206028
2021-06-22,4813.35,4883.72,4802.4,4842.91,161664
2021-06-23,4833.68,4836.81,4688.24,4702.94,230564
2021-06-24,4664.79,4766.43,4597.23,4730.47,165518
2021-06-25,4704.66,4866.21,4702.0,4843.37,205223
2021-06-28,4844.78,4946.74,4844.78,4943.3,161254
2021-06-29,4945.96,4948.46,4792.71,4821.95,156720
2021-06-30,4782.07,4882.16,4774.1,4811.63,103395
2021-07-01,4793.8,4828.99,4719.52,4816.48,136310
2021-07-02,4750.8,4761.59,4613.18,4626.16,211692
2021-07-05,4597.07,4664.79,4532.17,4549.06,180543
2021-07-06,4529.51,4547.97,4378.92,4488.85,238955
2021-07-07,4531.86,4610.05,4514.34,4603.64,174544
2021-07-08,4610.05,4622.41,4338.26,4372.97,439576
2021-07-09,4407.22,4424.89,4290.72,4373.29,213674
2021-07-12,4415.82,4462.11,4301.51,4430.68,264247
2021-07-13,4430.99,4561.89,4430.99,4509.65,218997
2021-07-14,4476.81,4525.29,4384.55,4498.71,209218
2021-07-15,4494.01,4590.97,4458.2,4585.19,195495
2021-07-16,4585.5,4624.75,4525.29,4533.42,151514
2021-07-19,4506.53,4611.3,4486.04,4586.12,143320
2021-07-20,4556.57,4638.04,4537.33,4608.17,130092
2021-07-21,4608.02,4665.57,4572.36,4591.29,149605
2021-07-22,4611.46,4645.08,4551.09,4573.77,143104
2021-07-23,4554.38,4556.57,4386.42,4434.75,212304
2021-07-26,4394.87,4394.87,4010.63,4095.86,462131
2021-07-27,4056.14,4084.29,3805.93,3808.27,423313
2021-07-28,3808.74,3913.83,3710.38,3894.75,361143
2021-07-29,4031.75,4037.22,3847.84,3869.26,313222
2021-07-30,3869.42,3869.42,3584.49,3645.64,427979
2021-08-02,3561.5,3866.92,3511.15,3859.88,468444
2021-08-03,3776.22,3957.0,3754.32,3947.46,341719
2021-08-04,3899.76,3929.32,3837.21,3860.66,230290
2021-08-05,3774.65,3884.12,3719.92,3746.03,285511
2021-08-06,3712.1,3757.45,3653.46,3727.74,191529
2021-08-09,3696.46,3894.75,3665.18,3790.45,264929
2021-08-10,3809.99,4103.06,3749.32,4085.85,460837
2021-08-11,4040.03,4120.57,3977.48,4043.63,253075
2021-08-12,4024.87,4081.16,3902.1,3914.15,237149
2021-08-13,3899.76,3993.59,3884.12,3959.18,160031
2021-08-16,3946.67,4015.01,3921.65,3957.62,133173
2021-08-17,3937.45,3977.95,3786.85,3789.51,218730
2021-08-18,3759.01,3829.39,3694.9,3774.65,212645
2021-08-19,3773.09,3810.46,3665.18,3675.35,289689
2021-08-20,3501.29,3581.99,3405.43,3420.91,534004
2021-08-23,3421.07,3505.2,3397.77,3415.6,418364
2021-08-24,3446.25,3518.97,3383.69,3477.52,411904
2021-08-25,3491.29,3617.17,3487.85,3594.81,381799
2021-08-26,3592.78,3592.78,3414.97,3433.27,332283
2021-08-27,3433.11,3477.52,3391.51,3409.97,271910
2021-08-30,3454.07,3477.37,3312.7,3430.61,347329
2021-08-31,3422.79,3446.25,3311.76,3347.57,318552
2021-09-01,3347.73,3494.1,3274.23,3441.71,503643
2021-09-02,3445.31,3447.81,3324.27,3340.38,374602
2021-09-03,3318.01,3423.57,3270.63,3413.25,344795
2021-09-06,3391.51,3560.41,3361.02,3500.36,440710
2021-09-07,3485.34,3541.95,3462.82,3508.33,259374
2021-09-08,3508.8,3519.9,3414.97,3441.87,215537
2021-09-09,3442.03,3465.17,3399.33,3435.77,177575
2021-09-10,3435.77,3546.33,3422.79,3535.39,318835
2021-09-13,3508.8,3551.02,3430.45,3442.96,263428
2021-09-14,3441.87,3474.55,3403.09,3410.75,235967
2021-09-15,3368.06,3392.3,3269.53,3297.68,382036
2021-09-16,3258.59,3314.57,3202.76,3274.23,335387
2021-09-17,3258.59,3399.33,3228.41,3351.64,294397
2021-09-22,3274.23,3297.68,3218.71,3226.22,249090
2021-09-23,3240.13,3272.35,3206.04,3233.88,188113
2021-09-24,3225.75,3383.69,3212.61,3329.27,350540
2021-09-27,3440.31,3642.82,3440.31,3642.82,760066
2021-09-28,3638.91,3674.57,3540.08,3586.05,411459
2021-09-29,3585.27,3653.14,3519.75,3613.26,311367
2021-09-30,3586.99,3685.36,3586.99,3624.37,331906
2021-10-08,3643.29,3883.81,3596.38,3762.45,416279
2021-10-11,3781.53,3872.08,3719.76,3755.89,261466
2021-10-12,3743.38,3790.29,3680.98,3779.97,203424
2021-10-13,3764.8,4018.61,3746.5,3938.7,347774
2021-10-14,3915.4,4019.86,3886.62,3946.67,240590
2021-10-15,3880.99,3913.52,3790.45,3857.85,302158
2021-10-18,3711.32,3711.32,3516.62,3560.72,522287
2021-10-19,3524.44,3647.67,3524.44,3617.8,271520
2021-10-20,3641.73,3668.31,3585.12,3632.97,171712
2021-10-21,3649.55,3680.04,3618.27,3649.39,157814
2021-10-22,3676.13,3773.4,3649.7,3712.57,226149
2021-10-25,3680.82,3710.38,3602.63,3639.54,248160
2021-10-26,3639.54,3680.82,3602.63,3644.23,171975
2021-10-27,3618.43,3644.23,3540.08,3571.35,200485
2021-10-28,3586.99,3633.59,3536.64,3560.25,219253
2021-10-29,3559.94,3657.83,3556.97,3579.33,236335
2021-11-01,3321.14,3470.02,3272.66,3398.39,580037
2021-11-02,3383.38,3413.41,3315.67,3341.78,349334
2021-11-03,3344.91,3360.24,3300.5,3307.54,218920
2021-11-04,3338.19,3444.06,3325.83,3427.79,298642
2021-11-05,3427.79,3551.02,3427.64,3482.37,301430
2021-11-08,3477.52,3515.21,3442.49,3493.01,156374
2021-11-09,3472.52,3519.44,3439.21,3458.29,155039
2021-11-10,3458.29,3475.65,3371.18,3410.28,172003
2021-11-11,3409.65,3430.61,3377.13,3422.95,166521
2021-11-12,3436.4,3441.09,3369.78,3381.35,157885
2021-11-15,3399.18,3438.43,3369.78,3394.64,207245
2021-11-16,3413.25,3531.48,3401.05,3508.8,314357
2021-11-17,3493.94,3524.44,3461.89,3501.14,174215
2021-11-18,3477.37,3492.85,3439.21,3455.94,132203
2021-11-19,3444.37,3579.17,3436.86,3518.18,242930
2021-11-22,3540.08,3665.18,3524.44,3570.89,319783
2021-11-23,3555.56,3610.45,3530.07,3552.59,193866
2021-11-24,3602.63,3758.7,3602.63,3703.03,476278
2021-11-25,3759.01,3777.0,3667.84,3680.04,284628
2021-11-26,3678.63,3689.89,3619.52,3678.63,162473
2021-11-29,3641.73,3712.1,3637.82,3707.88,192364
2021-11-30,3711.79,3719.92,3602.63,3602.63,230146
2021-12-01,3681.14,3709.6,3604.35,3642.66,192486
